age,job,marital,marital_status,education,default,balance,housing,loan,contact,day,month,day_month,duration,campaign,pdays,previous,poutcome,y
50,housemaid,married,married,secondary,no,1484,no,no,unknown,9,jun,9-Jun,213,1,-1,0,unknown,no
44,technician,married,married,secondary,no,11016,no,no,unknown,9,jun,9-Jun,252,3,-1,0,unknown,no
57,unemployed,married,married,primary,no,0,no,no,unknown,9,jun,9-Jun,540,1,-1,0,unknown,no
56,blue-collar,married,married,primary,no,547,no,no,unknown,9,jun,9-Jun,84,1,-1,0,unknown,no
38,management,single,single,secondary,no,53,no,no,unknown,9,jun,9-Jun,280,1,-1,0,unknown,no
57,blue-collar,married,married,primary,no,179,no,no,unknown,9,jun,9-Jun,230,3,-1,0,unknown,no
53,technician,divorced,divorced,secondary,yes,-896,no,yes,unknown,9,jun,9-Jun,452,1,-1,0,unknown,no
42,self-employed,married,married,secondary,no,13242,no,no,unknown,9,jun,9-Jun,149,1,-1,0,unknown,no
38,blue-collar,married,married,primary,no,2569,no,no,unknown,9,jun,9-Jun,172,1,-1,0,unknown,no
50,retired,single,single,primary,no,208,no,no,unknown,9,jun,9-Jun,51,1,-1,0,unknown,no
49,retired,single,single,primary,no,505,no,no,unknown,9,jun,9-Jun,35,1,-1,0,unknown,no
39,blue-collar,married,married,secondary,no,5201,no,no,unknown,9,jun,9-Jun,317,1,-1,0,unknown,no
49,services,married,married,secondary,no,3169,no,no,unknown,9,jun,9-Jun,626,1,-1,0,unknown,no
31,management,single,single,tertiary,no,499,yes,no,unknown,9,jun,9-Jun,122,2,-1,0,unknown,no
48,management,divorced,divorced,secondary,no,635,no,no,unknown,9,jun,9-Jun,236,2,-1,0,unknown,no
47,technician,married,married,tertiary,no,4568,no,no,unknown,9,jun,9-Jun,100,1,-1,0,unknown,no
56,management,married,married,secondary,no,819,no,no,unknown,9,jun,9-Jun,55,1,-1,0,unknown,no
39,blue-collar,divorced,divorced,secondary,no,2601,no,no,unknown,9,jun,9-Jun,70,1,-1,0,unknown,no
55,management,married,married,secondary,no,8592,no,no,unknown,9,jun,9-Jun,255,1,-1,0,unknown,no
39,self-employed,married,married,secondary,no,235,no,no,unknown,9,jun,9-Jun,217,1,-1,0,unknown,no
36,management,married,married,primary,no,22856,no,no,unknown,9,jun,9-Jun,1098,1,-1,0,unknown,no
38,blue-collar,single,single,unknown,no,840,no,no,unknown,9,jun,9-Jun,176,6,-1,0,unknown,no
45,housemaid,married,married,primary,no,1100,no,no,unknown,9,jun,9-Jun,331,6,-1,0,unknown,no
43,management,single,single,tertiary,no,1046,no,no,unknown,9,jun,9-Jun,901,1,-1,0,unknown,yes
47,technician,single,single,secondary,no,361,no,no,unknown,9,jun,9-Jun,123,2,-1,0,unknown,no
59,retired,married,married,secondary,no,1173,no,no,unknown,9,jun,9-Jun,77,2,-1,0,unknown,no
60,management,married,married,unknown,no,2508,no,no,unknown,9,jun,9-Jun,91,1,-1,0,unknown,no
45,retired,single,single,tertiary,no,212,no,no,unknown,9,jun,9-Jun,63,1,-1,0,unknown,no
39,blue-collar,married,married,primary,no,0,no,no,unknown,9,jun,9-Jun,173,1,-1,0,unknown,no
36,services,married,married,primary,no,179,no,no,unknown,9,jun,9-Jun,411,1,-1,0,unknown,no
47,technician,married,married,secondary,no,10179,yes,no,unknown,9,jun,9-Jun,179,2,-1,0,unknown,no
57,technician,divorced,divorced,secondary,no,164,no,no,unknown,9,jun,9-Jun,139,2,-1,0,unknown,no
43,technician,single,single,secondary,no,1462,no,no,unknown,9,jun,9-Jun,75,2,-1,0,unknown,no
49,blue-collar,married,married,primary,no,902,no,no,unknown,9,jun,9-Jun,210,2,-1,0,unknown,no
58,self-employed,divorced,divorced,tertiary,no,1382,no,no,unknown,9,jun,9-Jun,700,1,-1,0,unknown,yes
59,retired,divorced,divorced,tertiary,no,1197,yes,no,unknown,9,jun,9-Jun,329,4,-1,0,unknown,no
45,technician,married,married,primary,no,-322,no,no,unknown,9,jun,9-Jun,225,2,-1,0,unknown,no
54,entrepreneur,married,married,secondary,no,0,no,no,unknown,9,jun,9-Jun,96,1,-1,0,unknown,no
60,housemaid,divorced,divorced,primary,no,1190,no,no,unknown,9,jun,9-Jun,166,1,-1,0,unknown,no
38,technician,married,married,secondary,no,6975,no,no,unknown,9,jun,9-Jun,186,3,-1,0,unknown,no
45,blue-collar,married,married,secondary,no,2152,no,no,unknown,9,jun,9-Jun,92,1,-1,0,unknown,no
51,admin.,married,married,unknown,no,3558,yes,no,unknown,9,jun,9-Jun,80,3,-1,0,unknown,no
55,technician,single,single,unknown,no,776,no,no,unknown,9,jun,9-Jun,67,1,-1,0,unknown,no
53,management,married,married,primary,no,2096,no,no,unknown,9,jun,9-Jun,104,1,-1,0,unknown,no
50,technician,married,married,tertiary,no,3117,no,no,unknown,9,jun,9-Jun,174,1,-1,0,unknown,no
38,blue-collar,married,married,secondary,no,2423,yes,no,unknown,9,jun,9-Jun,37,1,-1,0,unknown,no
57,blue-collar,married,married,secondary,no,5553,no,yes,unknown,9,jun,9-Jun,589,1,-1,0,unknown,no
58,housemaid,married,married,primary,no,422,no,no,unknown,9,jun,9-Jun,183,1,-1,0,unknown,no
53,blue-collar,married,married,secondary,no,1626,no,no,unknown,9,jun,9-Jun,151,1,-1,0,unknown,no
40,admin.,married,married,tertiary,no,10035,no,no,unknown,9,jun,9-Jun,29,1,-1,0,unknown,no
46,housemaid,married,married,primary,no,103,no,no,unknown,9,jun,9-Jun,186,1,-1,0,unknown,no
36,technician,married,married,secondary,no,26,no,no,unknown,9,jun,9-Jun,73,1,-1,0,unknown,no
48,services,married,married,secondary,no,533,no,no,unknown,9,jun,9-Jun,63,1,-1,0,unknown,no
35,management,married,married,tertiary,no,1012,no,no,unknown,9,jun,9-Jun,105,1,-1,0,unknown,no
59,blue-collar,divorced,divorced,primary,no,1320,no,no,unknown,9,jun,9-Jun,522,1,-1,0,unknown,no
45,services,married,married,secondary,no,-1036,yes,no,unknown,9,jun,9-Jun,65,17,-1,0,unknown,no
36,entrepreneur,married,married,unknown,no,60,no,no,unknown,9,jun,9-Jun,557,2,-1,0,unknown,no
51,technician,married,married,tertiary,no,1057,no,no,unknown,9,jun,9-Jun,149,2,-1,0,unknown,no
52,housemaid,married,married,secondary,no,3034,no,no,unknown,9,jun,9-Jun,206,2,-1,0,unknown,no
36,blue-collar,single,single,unknown,no,2054,no,no,unknown,9,jun,9-Jun,378,1,-1,0,unknown,no
38,management,married,married,secondary,no,-104,yes,no,unknown,9,jun,9-Jun,100,7,-1,0,unknown,no
42,technician,married,married,secondary,no,0,no,no,unknown,9,jun,9-Jun,81,1,-1,0,unknown,no
55,management,married,married,primary,no,229,no,yes,unknown,9,jun,9-Jun,175,3,-1,0,unknown,no
38,management,married,married,secondary,no,-323,yes,no,unknown,9,jun,9-Jun,250,1,-1,0,unknown,no
49,management,married,married,secondary,no,0,no,no,unknown,9,jun,9-Jun,156,2,-1,0,unknown,no
37,blue-collar,married,married,primary,no,1021,no,no,unknown,9,jun,9-Jun,173,1,-1,0,unknown,no
47,blue-collar,married,married,secondary,no,-423,no,no,unknown,9,jun,9-Jun,127,2,-1,0,unknown,no
38,technician,single,single,tertiary,no,1619,no,no,unknown,9,jun,9-Jun,324,1,-1,0,unknown,no
37,blue-collar,single,single,primary,no,5473,no,yes,unknown,9,jun,9-Jun,198,2,-1,0,unknown,no
46,admin.,single,single,secondary,no,9326,no,yes,unknown,9,jun,9-Jun,105,1,-1,0,unknown,no
57,housemaid,married,married,primary,no,473,no,no,unknown,9,jun,9-Jun,87,1,-1,0,unknown,no
60,management,married,married,primary,no,4895,no,no,unknown,9,jun,9-Jun,313,1,-1,0,unknown,no
53,blue-collar,divorced,divorced,primary,no,4222,no,no,unknown,9,jun,9-Jun,112,1,-1,0,unknown,no
46,housemaid,married,married,primary,no,75,no,no,unknown,9,jun,9-Jun,302,1,-1,0,unknown,no
36,management,married,married,tertiary,no,669,no,no,unknown,9,jun,9-Jun,91,1,-1,0,unknown,no
56,services,divorced,divorced,secondary,no,450,no,no,unknown,9,jun,9-Jun,47,1,-1,0,unknown,no
52,management,divorced,divorced,secondary,no,944,no,yes,unknown,9,jun,9-Jun,119,1,-1,0,unknown,no
50,entrepreneur,married,married,tertiary,no,861,no,no,unknown,9,jun,9-Jun,117,1,-1,0,unknown,no
44,management,married,married,tertiary,no,349,no,no,unknown,9,jun,9-Jun,58,1,-1,0,unknown,no
37,entrepreneur,married,married,unknown,no,1134,yes,no,unknown,9,jun,9-Jun,142,3,-1,0,unknown,no
45,blue-collar,married,married,primary,no,665,no,no,unknown,9,jun,9-Jun,183,2,-1,0,unknown,no
42,housemaid,divorced,divorced,secondary,no,314,no,no,unknown,9,jun,9-Jun,249,2,-1,0,unknown,no
35,admin.,married,married,secondary,no,1035,yes,yes,unknown,9,jun,9-Jun,274,2,-1,0,unknown,no
52,admin.,married,married,secondary,no,1004,yes,no,unknown,9,jun,9-Jun,144,1,-1,0,unknown,no
51,housemaid,divorced,divorced,primary,no,3982,no,no,unknown,9,jun,9-Jun,23,1,-1,0,unknown,no
47,admin.,married,married,secondary,no,533,no,yes,unknown,9,jun,9-Jun,128,1,-1,0,unknown,no
38,technician,married,married,primary,no,217,yes,no,unknown,9,jun,9-Jun,491,6,-1,0,unknown,yes
45,blue-collar,married,married,primary,no,900,yes,no,unknown,9,jun,9-Jun,213,1,-1,0,unknown,no
58,management,married,married,secondary,no,835,no,no,unknown,9,jun,9-Jun,164,1,-1,0,unknown,no
45,admin.,married,married,secondary,no,967,no,no,unknown,9,jun,9-Jun,63,1,-1,0,unknown,no
52,retired,married,married,secondary,no,603,no,yes,unknown,9,jun,9-Jun,79,1,-1,0,unknown,no
36,blue-collar,single,single,secondary,no,284,no,no,unknown,9,jun,9-Jun,114,1,-1,0,unknown,no
37,unknown,married,married,unknown,no,1699,no,no,unknown,9,jun,9-Jun,63,1,-1,0,unknown,no
36,admin.,single,single,secondary,no,13698,no,no,unknown,9,jun,9-Jun,136,1,-1,0,unknown,no
57,housemaid,divorced,divorced,primary,no,0,no,no,unknown,9,jun,9-Jun,97,1,-1,0,unknown,no
45,housemaid,married,married,tertiary,no,0,no,no,unknown,9,jun,9-Jun,100,1,-1,0,unknown,no
47,admin.,divorced,divorced,secondary,no,-364,yes,yes,unknown,9,jun,9-Jun,240,2,-1,0,unknown,no
40,technician,married,married,tertiary,no,2946,no,no,unknown,9,jun,9-Jun,78,2,-1,0,unknown,no
48,blue-collar,divorced,divorced,primary,no,183,no,no,unknown,9,jun,9-Jun,940,1,-1,0,unknown,yes
39,housemaid,married,married,primary,no,267,no,no,unknown,9,jun,9-Jun,1151,5,-1,0,unknown,no
52,retired,married,married,primary,no,537,no,no,unknown,9,jun,9-Jun,85,1,-1,0,unknown,no
52,housemaid,married,married,primary,no,5137,no,no,unknown,9,jun,9-Jun,199,1,-1,0,unknown,no
37,admin.,married,married,secondary,no,1093,no,no,unknown,9,jun,9-Jun,160,1,-1,0,unknown,no
51,blue-collar,married,married,primary,no,0,no,no,unknown,9,jun,9-Jun,166,2,-1,0,unknown,no
55,management,married,married,secondary,no,190,no,no,unknown,9,jun,9-Jun,271,2,-1,0,unknown,no
40,unemployed,married,married,primary,no,400,no,no,unknown,9,jun,9-Jun,317,1,-1,0,unknown,no
44,services,divorced,divorced,secondary,no,20,no,no,unknown,9,jun,9-Jun,98,1,-1,0,unknown,no
52,unemployed,married,married,secondary,no,-9,no,no,unknown,9,jun,9-Jun,123,1,-1,0,unknown,no
37,admin.,married,married,secondary,no,439,no,no,unknown,9,jun,9-Jun,321,1,-1,0,unknown,no
57,blue-collar,married,married,primary,no,0,no,no,unknown,9,jun,9-Jun,73,2,-1,0,unknown,no
35,services,divorced,divorced,secondary,no,305,no,no,unknown,9,jun,9-Jun,327,2,-1,0,unknown,no
36,management,married,married,tertiary,no,2823,no,no,unknown,9,jun,9-Jun,411,2,-1,0,unknown,no
36,blue-collar,married,married,secondary,no,561,yes,no,unknown,9,jun,9-Jun,198,2,-1,0,unknown,no
40,technician,divorced,divorced,secondary,no,-1,no,no,unknown,9,jun,9-Jun,24,1,-1,0,unknown,no
41,technician,single,single,tertiary,no,1104,no,no,unknown,9,jun,9-Jun,352,1,-1,0,unknown,no
60,retired,married,married,tertiary,no,2261,no,no,unknown,9,jun,9-Jun,245,1,-1,0,unknown,no
55,housemaid,married,married,primary,no,2603,no,no,unknown,9,jun,9-Jun,559,1,-1,0,unknown,no
44,management,single,single,secondary,no,1012,no,no,unknown,9,jun,9-Jun,440,1,-1,0,unknown,no
42,management,single,single,tertiary,no,1206,no,no,unknown,9,jun,9-Jun,136,4,-1,0,unknown,no
38,housemaid,divorced,divorced,primary,no,359,no,no,unknown,9,jun,9-Jun,242,4,-1,0,unknown,no
35,services,married,married,secondary,no,8412,no,no,unknown,9,jun,9-Jun,479,4,-1,0,unknown,no
54,management,married,married,tertiary,no,2226,yes,no,unknown,9,jun,9-Jun,514,3,-1,0,unknown,no
56,management,married,married,primary,no,1172,no,no,unknown,9,jun,9-Jun,91,3,-1,0,unknown,no
40,services,married,married,unknown,no,88,yes,no,unknown,9,jun,9-Jun,78,2,-1,0,unknown,no
42,admin.,married,married,secondary,no,1030,no,no,unknown,9,jun,9-Jun,148,3,-1,0,unknown,no
57,unemployed,married,married,primary,no,7880,no,no,unknown,9,jun,9-Jun,318,2,-1,0,unknown,no
47,services,single,single,secondary,no,3644,no,no,unknown,9,jun,9-Jun,83,2,-1,0,unknown,no
45,admin.,single,single,secondary,no,276,no,yes,unknown,9,jun,9-Jun,346,2,-1,0,unknown,no
57,entrepreneur,married,married,primary,no,1153,yes,yes,unknown,9,jun,9-Jun,238,6,-1,0,unknown,no
41,unemployed,married,married,tertiary,no,1666,no,no,unknown,9,jun,9-Jun,291,3,-1,0,unknown,no
43,services,divorced,divorced,secondary,no,5571,no,no,unknown,9,jun,9-Jun,149,1,-1,0,unknown,no
60,retired,married,married,primary,no,17413,no,no,unknown,9,jun,9-Jun,200,1,-1,0,unknown,no
60,blue-collar,married,married,primary,no,4903,no,yes,unknown,9,jun,9-Jun,290,1,-1,0,unknown,no
37,blue-collar,married,married,primary,no,4997,no,no,unknown,9,jun,9-Jun,172,2,-1,0,unknown,no
56,services,married,married,secondary,no,4309,yes,no,unknown,9,jun,9-Jun,465,6,-1,0,unknown,no
57,housemaid,married,married,primary,no,3570,no,no,unknown,9,jun,9-Jun,233,2,-1,0,unknown,no
40,entrepreneur,married,married,tertiary,no,3571,no,no,unknown,9,jun,9-Jun,222,3,-1,0,unknown,no
39,management,single,single,tertiary,no,3281,no,no,unknown,9,jun,9-Jun,90,4,-1,0,unknown,no
37,services,married,married,secondary,no,718,no,yes,unknown,9,jun,9-Jun,215,3,-1,0,unknown,no
41,technician,married,married,secondary,no,90,no,no,unknown,9,jun,9-Jun,171,2,-1,0,unknown,no
49,housemaid,married,married,secondary,no,81,no,yes,unknown,9,jun,9-Jun,493,2,-1,0,unknown,no
57,management,married,married,primary,no,595,no,no,unknown,9,jun,9-Jun,188,2,-1,0,unknown,no
50,management,married,married,primary,no,791,no,no,unknown,9,jun,9-Jun,17,5,-1,0,unknown,no
48,technician,married,married,secondary,no,5,no,no,unknown,9,jun,9-Jun,65,6,-1,0,unknown,no
41,services,married,married,primary,no,510,no,no,unknown,9,jun,9-Jun,316,2,-1,0,unknown,no
59,management,married,married,secondary,no,1321,no,no,unknown,9,jun,9-Jun,3881,3,-1,0,unknown,yes
36,admin.,single,single,tertiary,no,3819,no,no,unknown,9,jun,9-Jun,398,2,-1,0,unknown,no
47,management,married,married,primary,no,835,no,no,unknown,9,jun,9-Jun,137,2,-1,0,unknown,no
56,blue-collar,divorced,divorced,primary,no,3021,no,no,unknown,9,jun,9-Jun,419,2,-1,0,unknown,no
41,admin.,married,married,secondary,no,0,yes,no,unknown,9,jun,9-Jun,65,3,-1,0,unknown,no
43,blue-collar,married,married,primary,no,547,no,yes,unknown,9,jun,9-Jun,96,6,-1,0,unknown,no
37,admin.,married,married,primary,no,3913,yes,no,unknown,9,jun,9-Jun,76,2,-1,0,unknown,no
37,technician,single,single,secondary,yes,375,no,no,unknown,9,jun,9-Jun,223,2,-1,0,unknown,no
52,blue-collar,married,married,primary,no,2,no,no,unknown,9,jun,9-Jun,70,3,-1,0,unknown,no
39,management,divorced,divorced,tertiary,no,3261,yes,no,unknown,9,jun,9-Jun,150,17,-1,0,unknown,no
51,admin.,divorced,divorced,secondary,no,2717,no,no,unknown,9,jun,9-Jun,559,2,-1,0,unknown,no
38,technician,divorced,divorced,tertiary,no,1805,no,no,unknown,9,jun,9-Jun,952,2,-1,0,unknown,yes
35,admin.,married,married,secondary,no,-521,no,yes,unknown,9,jun,9-Jun,71,2,-1,0,unknown,no
48,management,married,married,unknown,no,598,no,no,unknown,9,jun,9-Jun,152,2,-1,0,unknown,no
58,blue-collar,married,married,secondary,no,25,no,no,unknown,9,jun,9-Jun,486,3,-1,0,unknown,yes
51,management,married,married,secondary,no,0,no,no,unknown,9,jun,9-Jun,224,3,-1,0,unknown,no
45,technician,married,married,secondary,no,546,yes,yes,unknown,9,jun,9-Jun,152,4,-1,0,unknown,no
26,blue-collar,single,single,primary,no,535,yes,no,unknown,9,jun,9-Jun,21,37,-1,0,unknown,no
40,blue-collar,married,married,secondary,no,2932,yes,no,unknown,9,jun,9-Jun,22,17,-1,0,unknown,no
35,blue-collar,married,married,secondary,no,4,no,no,unknown,9,jun,9-Jun,130,2,-1,0,unknown,no
49,management,married,married,secondary,no,321,no,no,unknown,9,jun,9-Jun,135,3,-1,0,unknown,no
50,blue-collar,married,married,primary,no,0,no,no,unknown,9,jun,9-Jun,199,4,-1,0,unknown,no
37,self-employed,divorced,divorced,secondary,no,3467,no,no,unknown,9,jun,9-Jun,185,2,-1,0,unknown,no
37,services,married,married,secondary,no,651,no,no,unknown,9,jun,9-Jun,220,2,-1,0,unknown,no
34,entrepreneur,married,married,tertiary,no,4343,no,no,unknown,9,jun,9-Jun,85,4,-1,0,unknown,no
56,blue-collar,married,married,primary,no,197,no,no,unknown,9,jun,9-Jun,258,2,-1,0,unknown,no
39,housemaid,divorced,divorced,secondary,no,7783,no,no,unknown,9,jun,9-Jun,108,2,-1,0,unknown,no
59,housemaid,married,married,primary,no,5501,no,no,unknown,9,jun,9-Jun,172,4,-1,0,unknown,no
36,services,married,married,secondary,no,136,no,no,unknown,9,jun,9-Jun,244,3,-1,0,unknown,no
25,blue-collar,single,single,primary,no,116,yes,no,unknown,9,jun,9-Jun,253,4,-1,0,unknown,no
40,unemployed,single,single,secondary,no,6,no,no,unknown,9,jun,9-Jun,134,3,-1,0,unknown,no
38,blue-collar,single,single,secondary,no,93,no,no,unknown,9,jun,9-Jun,92,6,-1,0,unknown,no
49,housemaid,married,married,secondary,no,3812,no,no,unknown,9,jun,9-Jun,121,2,-1,0,unknown,no
39,admin.,divorced,divorced,secondary,no,765,no,no,unknown,9,jun,9-Jun,155,3,-1,0,unknown,no
37,blue-collar,married,married,secondary,no,427,yes,yes,unknown,9,jun,9-Jun,371,3,-1,0,unknown,no
43,services,single,single,secondary,no,532,yes,no,unknown,9,jun,9-Jun,216,2,-1,0,unknown,no
41,technician,single,single,secondary,no,0,no,no,unknown,9,jun,9-Jun,229,2,-1,0,unknown,no
35,admin.,married,married,secondary,no,2897,no,no,unknown,9,jun,9-Jun,243,2,-1,0,unknown,no
41,entrepreneur,single,single,secondary,no,3216,no,no,unknown,9,jun,9-Jun,718,3,-1,0,unknown,no
52,blue-collar,married,married,secondary,no,-519,yes,no,unknown,9,jun,9-Jun,442,8,-1,0,unknown,yes
56,management,divorced,divorced,tertiary,no,1016,yes,no,unknown,9,jun,9-Jun,184,5,-1,0,unknown,no
58,blue-collar,married,married,secondary,no,535,no,no,unknown,9,jun,9-Jun,189,4,-1,0,unknown,no
56,management,divorced,divorced,primary,no,7496,no,no,unknown,9,jun,9-Jun,164,3,-1,0,unknown,no
57,blue-collar,married,married,primary,no,831,no,no,unknown,9,jun,9-Jun,166,3,-1,0,unknown,no
46,technician,married,married,secondary,no,399,yes,no,unknown,9,jun,9-Jun,699,2,-1,0,unknown,no
38,blue-collar,married,married,primary,no,3289,no,no,unknown,9,jun,9-Jun,553,2,-1,0,unknown,no
36,self-employed,single,single,tertiary,no,4844,no,no,unknown,9,jun,9-Jun,1137,3,-1,0,unknown,yes
49,technician,married,married,secondary,no,378,no,no,unknown,9,jun,9-Jun,189,2,-1,0,unknown,no
49,housemaid,married,married,primary,no,3376,no,no,unknown,9,jun,9-Jun,119,3,-1,0,unknown,no
52,entrepreneur,married,married,tertiary,no,1115,yes,no,unknown,9,jun,9-Jun,124,2,-1,0,unknown,no
40,blue-collar,married,married,primary,no,48,no,no,unknown,9,jun,9-Jun,100,5,-1,0,unknown,no
46,services,married,married,tertiary,no,474,no,no,unknown,9,jun,9-Jun,445,2,-1,0,unknown,no
42,technician,married,married,secondary,no,8036,no,no,unknown,9,jun,9-Jun,948,5,-1,0,unknown,no
38,admin.,married,married,primary,no,1487,no,no,unknown,9,jun,9-Jun,332,2,-1,0,unknown,no
39,blue-collar,married,married,secondary,no,138,no,no,unknown,9,jun,9-Jun,61,2,-1,0,unknown,no
35,services,married,married,secondary,no,-489,yes,no,unknown,9,jun,9-Jun,90,2,-1,0,unknown,no
38,admin.,married,married,secondary,no,272,yes,yes,unknown,9,jun,9-Jun,174,2,-1,0,unknown,no
40,management,married,married,secondary,no,-63,no,no,unknown,9,jun,9-Jun,248,4,-1,0,unknown,no
58,retired,divorced,divorced,primary,no,593,no,yes,unknown,9,jun,9-Jun,204,2,-1,0,unknown,no
25,admin.,single,single,secondary,no,66,yes,no,unknown,9,jun,9-Jun,271,3,-1,0,unknown,no
57,services,divorced,divorced,primary,no,1367,no,no,unknown,9,jun,9-Jun,144,3,-1,0,unknown,no
35,unemployed,married,married,primary,no,859,no,no,unknown,9,jun,9-Jun,330,3,-1,0,unknown,no
39,blue-collar,single,single,primary,no,2,yes,no,unknown,9,jun,9-Jun,259,2,-1,0,unknown,no
41,management,single,single,tertiary,no,1113,yes,yes,unknown,9,jun,9-Jun,388,12,-1,0,unknown,no
57,housemaid,married,married,secondary,no,992,no,no,unknown,9,jun,9-Jun,329,3,-1,0,unknown,no
35,blue-collar,married,married,secondary,no,3015,yes,no,unknown,9,jun,9-Jun,753,2,-1,0,unknown,no
32,student,single,single,unknown,no,2313,yes,no,unknown,9,jun,9-Jun,99,26,-1,0,unknown,no
54,retired,single,single,primary,no,767,no,no,unknown,9,jun,9-Jun,42,2,-1,0,unknown,no
40,technician,divorced,divorced,secondary,no,2394,no,no,unknown,9,jun,9-Jun,75,4,-1,0,unknown,no
39,services,married,married,secondary,no,1367,yes,no,unknown,9,jun,9-Jun,53,4,-1,0,unknown,no
61,retired,married,married,secondary,no,173,no,no,unknown,9,jun,9-Jun,182,2,-1,0,unknown,no
59,management,married,married,tertiary,no,2020,no,yes,unknown,9,jun,9-Jun,250,2,-1,0,unknown,no
40,admin.,divorced,divorced,secondary,no,90,yes,no,unknown,9,jun,9-Jun,511,5,-1,0,unknown,no
53,management,married,married,secondary,no,2522,no,no,unknown,9,jun,9-Jun,478,2,-1,0,unknown,no
46,blue-collar,married,married,primary,no,10333,yes,no,unknown,9,jun,9-Jun,579,4,-1,0,unknown,no
45,blue-collar,married,married,primary,no,408,no,no,unknown,9,jun,9-Jun,253,2,-1,0,unknown,no
35,housemaid,single,single,unknown,no,4378,no,no,unknown,9,jun,9-Jun,376,3,-1,0,unknown,no
48,entrepreneur,married,married,unknown,no,3233,no,no,unknown,9,jun,9-Jun,66,6,-1,0,unknown,no
35,blue-collar,single,single,primary,no,-269,yes,no,unknown,9,jun,9-Jun,96,10,-1,0,unknown,no
50,housemaid,married,married,primary,no,3056,no,no,unknown,9,jun,9-Jun,95,3,-1,0,unknown,no
45,housemaid,married,married,secondary,no,513,no,no,unknown,9,jun,9-Jun,126,3,-1,0,unknown,no
39,blue-collar,married,married,primary,no,1387,no,no,unknown,9,jun,9-Jun,52,3,-1,0,unknown,no
44,self-employed,married,married,tertiary,no,3295,no,no,unknown,9,jun,9-Jun,138,4,-1,0,unknown,no
38,blue-collar,divorced,divorced,secondary,no,157,no,no,unknown,9,jun,9-Jun,299,5,-1,0,unknown,no
38,services,single,single,secondary,no,1076,no,no,unknown,9,jun,9-Jun,69,6,-1,0,unknown,no
41,management,married,married,tertiary,no,36,no,no,unknown,9,jun,9-Jun,44,4,-1,0,unknown,no
52,management,married,married,primary,no,48,no,no,unknown,9,jun,9-Jun,135,2,-1,0,unknown,no
49,blue-collar,married,married,secondary,no,59,yes,no,unknown,9,jun,9-Jun,154,10,-1,0,unknown,no
38,blue-collar,married,married,secondary,no,1116,no,no,unknown,9,jun,9-Jun,80,3,-1,0,unknown,no
35,services,married,married,secondary,no,0,no,no,unknown,9,jun,9-Jun,115,4,-1,0,unknown,no
39,management,married,married,primary,no,0,no,no,unknown,11,jun,11-Jun,308,7,-1,0,unknown,no
39,blue-collar,single,single,secondary,no,16917,no,no,unknown,11,jun,11-Jun,129,6,-1,0,unknown,no
54,retired,married,married,secondary,no,1851,no,no,unknown,11,jun,11-Jun,296,3,-1,0,unknown,no
59,admin.,married,married,unknown,no,0,no,no,unknown,11,jun,11-Jun,242,2,-1,0,unknown,no
35,blue-collar,single,single,secondary,no,406,yes,no,unknown,11,jun,11-Jun,126,12,-1,0,unknown,no
28,admin.,single,single,secondary,no,267,yes,no,unknown,11,jun,11-Jun,198,5,-1,0,unknown,no
49,blue-collar,married,married,secondary,no,55,no,no,unknown,11,jun,11-Jun,112,4,-1,0,unknown,no
47,retired,married,married,primary,no,1464,no,no,unknown,11,jun,11-Jun,180,4,-1,0,unknown,no
38,self-employed,single,single,secondary,no,4056,no,no,unknown,11,jun,11-Jun,69,2,-1,0,unknown,no
43,technician,divorced,divorced,secondary,no,-191,no,no,unknown,11,jun,11-Jun,76,3,-1,0,unknown,no
47,technician,divorced,divorced,secondary,no,450,no,no,unknown,11,jun,11-Jun,40,5,-1,0,unknown,no
57,self-employed,married,married,unknown,no,964,no,no,unknown,11,jun,11-Jun,70,5,-1,0,unknown,no
42,entrepreneur,married,married,tertiary,no,5345,no,no,unknown,11,jun,11-Jun,878,3,-1,0,unknown,yes
41,services,married,married,secondary,no,0,yes,no,unknown,11,jun,11-Jun,62,9,-1,0,unknown,no
39,blue-collar,single,single,secondary,no,653,no,no,unknown,11,jun,11-Jun,54,4,-1,0,unknown,no
37,management,married,married,tertiary,no,1393,no,yes,unknown,11,jun,11-Jun,129,3,-1,0,unknown,no
41,admin.,single,single,secondary,no,812,no,yes,unknown,11,jun,11-Jun,583,4,-1,0,unknown,yes
38,admin.,single,single,secondary,no,4023,no,no,unknown,11,jun,11-Jun,339,2,-1,0,unknown,no
37,management,single,single,secondary,no,235,no,no,unknown,11,jun,11-Jun,27,2,-1,0,unknown,no
55,admin.,married,married,secondary,no,994,no,no,unknown,11,jun,11-Jun,490,2,-1,0,unknown,no
36,blue-collar,married,married,primary,no,409,yes,no,unknown,11,jun,11-Jun,81,3,-1,0,unknown,no
47,blue-collar,married,married,primary,no,4157,no,no,unknown,11,jun,11-Jun,90,3,-1,0,unknown,no
48,services,married,married,secondary,no,11516,no,no,unknown,11,jun,11-Jun,399,8,-1,0,unknown,no
48,entrepreneur,married,married,secondary,no,568,no,no,unknown,11,jun,11-Jun,148,4,-1,0,unknown,no
45,blue-collar,married,married,primary,no,13117,no,no,unknown,11,jun,11-Jun,42,2,-1,0,unknown,no
44,management,married,married,tertiary,no,13893,no,no,unknown,11,jun,11-Jun,29,2,-1,0,unknown,no
